time_key,time_label_24,time_label_12,time_interval_15min,time_interval_30min,time_interval_60min,label_hh,label_hh24,label_15min_24,label_30min_24,label_60min_24,label_15min_12,label_30min_12,label_60min_12
34,00:34,12:34 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
35,00:35,12:35 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
36,00:36,12:36 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
37,00:37,12:37 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
38,00:38,12:38 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
39,00:39,12:39 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
40,00:40,12:40 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
41,00:41,12:41 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
42,00:42,12:42 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
43,00:43,12:43 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
44,00:44,12:44 AM,2,1,0,12 AM,00,00:30,00:30,00:00,12:30 AM,12:30 AM,12:00 AM
45,00:45,12:45 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
46,00:46,12:46 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
47,00:47,12:47 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
48,00:48,12:48 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
49,00:49,12:49 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
50,00:50,12:50 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
51,00:51,12:51 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
52,00:52,12:52 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
53,00:53,12:53 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
54,00:54,12:54 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
55,00:55,12:55 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
56,00:56,12:56 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
57,00:57,12:57 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
58,00:58,12:58 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
59,00:59,12:59 AM,3,1,0,12 AM,00,00:45,00:30,00:00,12:45 AM,12:30 AM,12:00 AM
60,01:00,01:00 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
61,01:01,01:01 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
62,01:02,01:02 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
63,01:03,01:03 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
64,01:04,01:04 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
65,01:05,01:05 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
66,01:06,01:06 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
67,01:07,01:07 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
68,01:08,01:08 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
69,01:09,01:09 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
70,01:10,01:10 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
71,01:11,01:11 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
72,01:12,01:12 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
73,01:13,01:13 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
74,01:14,01:14 AM,4,2,1,01 AM,01,01:00,01:00,01:00,01:00 AM,01:00 AM,01:00 AM
75,01:15,01:15 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
76,01:16,01:16 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
77,01:17,01:17 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
78,01:18,01:18 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
79,01:19,01:19 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
80,01:20,01:20 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
81,01:21,01:21 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
82,01:22,01:22 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
83,01:23,01:23 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
84,01:24,01:24 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
85,01:25,01:25 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
86,01:26,01:26 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
87,01:27,01:27 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
88,01:28,01:28 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
89,01:29,01:29 AM,5,2,1,01 AM,01,01:15,01:00,01:00,01:15 AM,01:00 AM,01:00 AM
90,01:30,01:30 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
91,01:31,01:31 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
92,01:32,01:32 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
93,01:33,01:33 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
94,01:34,01:34 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
95,01:35,01:35 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
96,01:36,01:36 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
97,01:37,01:37 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
98,01:38,01:38 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
99,01:39,01:39 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
100,01:40,01:40 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
101,01:41,01:41 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
102,01:42,01:42 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
103,01:43,01:43 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
104,01:44,01:44 AM,6,3,1,01 AM,01,01:30,01:30,01:00,01:30 AM,01:30 AM,01:00 AM
105,01:45,01:45 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
106,01:46,01:46 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
107,01:47,01:47 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
108,01:48,01:48 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
109,01:49,01:49 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
110,01:50,01:50 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
111,01:51,01:51 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
112,01:52,01:52 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
113,01:53,01:53 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
114,01:54,01:54 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
115,01:55,01:55 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
116,01:56,01:56 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
117,01:57,01:57 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
118,01:58,01:58 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
119,01:59,01:59 AM,7,3,1,01 AM,01,01:45,01:30,01:00,01:45 AM,01:30 AM,01:00 AM
120,02:00,02:00 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
121,02:01,02:01 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
122,02:02,02:02 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
123,02:03,02:03 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
124,02:04,02:04 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
125,02:05,02:05 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
126,02:06,02:06 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
127,02:07,02:07 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
128,02:08,02:08 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
129,02:09,02:09 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
130,02:10,02:10 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
131,02:11,02:11 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
132,02:12,02:12 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
133,02:13,02:13 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
134,02:14,02:14 AM,8,4,2,02 AM,02,02:00,02:00,02:00,02:00 AM,02:00 AM,02:00 AM
135,02:15,02:15 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
136,02:16,02:16 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
137,02:17,02:17 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
138,02:18,02:18 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
139,02:19,02:19 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
140,02:20,02:20 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
141,02:21,02:21 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
142,02:22,02:22 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
143,02:23,02:23 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
144,02:24,02:24 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
145,02:25,02:25 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
146,02:26,02:26 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
147,02:27,02:27 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
148,02:28,02:28 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
149,02:29,02:29 AM,9,4,2,02 AM,02,02:15,02:00,02:00,02:15 AM,02:00 AM,02:00 AM
150,02:30,02:30 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
151,02:31,02:31 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
152,02:32,02:32 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
153,02:33,02:33 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
154,02:34,02:34 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
155,02:35,02:35 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
156,02:36,02:36 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
157,02:37,02:37 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
158,02:38,02:38 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
159,02:39,02:39 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
160,02:40,02:40 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
161,02:41,02:41 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
162,02:42,02:42 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
163,02:43,02:43 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
164,02:44,02:44 AM,10,5,2,02 AM,02,02:30,02:30,02:00,02:30 AM,02:30 AM,02:00 AM
165,02:45,02:45 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
166,02:46,02:46 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
167,02:47,02:47 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
168,02:48,02:48 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
169,02:49,02:49 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
170,02:50,02:50 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
171,02:51,02:51 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
172,02:52,02:52 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
173,02:53,02:53 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
174,02:54,02:54 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
175,02:55,02:55 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
176,02:56,02:56 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
177,02:57,02:57 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
178,02:58,02:58 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
179,02:59,02:59 AM,11,5,2,02 AM,02,02:45,02:30,02:00,02:45 AM,02:30 AM,02:00 AM
180,03:00,03:00 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
181,03:01,03:01 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
182,03:02,03:02 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
183,03:03,03:03 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
184,03:04,03:04 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
185,03:05,03:05 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
186,03:06,03:06 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
187,03:07,03:07 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
188,03:08,03:08 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
189,03:09,03:09 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
190,03:10,03:10 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
191,03:11,03:11 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
192,03:12,03:12 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
193,03:13,03:13 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
194,03:14,03:14 AM,12,6,3,03 AM,03,03:00,03:00,03:00,03:00 AM,03:00 AM,03:00 AM
195,03:15,03:15 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
196,03:16,03:16 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
197,03:17,03:17 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
198,03:18,03:18 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
199,03:19,03:19 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
200,03:20,03:20 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
201,03:21,03:21 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
202,03:22,03:22 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
203,03:23,03:23 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
204,03:24,03:24 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
205,03:25,03:25 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
206,03:26,03:26 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
207,03:27,03:27 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
208,03:28,03:28 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
209,03:29,03:29 AM,13,6,3,03 AM,03,03:15,03:00,03:00,03:15 AM,03:00 AM,03:00 AM
210,03:30,03:30 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
211,03:31,03:31 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
212,03:32,03:32 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
213,03:33,03:33 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
214,03:34,03:34 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
215,03:35,03:35 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
216,03:36,03:36 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
217,03:37,03:37 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
218,03:38,03:38 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
219,03:39,03:39 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
220,03:40,03:40 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
221,03:41,03:41 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
222,03:42,03:42 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
223,03:43,03:43 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
224,03:44,03:44 AM,14,7,3,03 AM,03,03:30,03:30,03:00,03:30 AM,03:30 AM,03:00 AM
225,03:45,03:45 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
226,03:46,03:46 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
227,03:47,03:47 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
228,03:48,03:48 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
229,03:49,03:49 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
230,03:50,03:50 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
231,03:51,03:51 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
232,03:52,03:52 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
233,03:53,03:53 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM
